,song_id,song_name,billboard,artists,popularity,explicit,song_type
854,0nhBKubnVz9yFNNprBniWz,YOUTH,"('Youth', 'Troye Sivan')",{'3WGpXCj9YhhfX11TToZcXP': 'Troye Sivan'},67,False,Solo
855,2SIN7qUVEY1vCuuxp76VQ9,My Boo,"('My Boo', ""Ghost Town DJ's"")",{'6q3SdY5D2t8g04pEk6eNLO': 'Ghost Town DJ'},42,False,Solo
856,5YHR8wBR5jXfGtP766NiAT,If It Ain't Love,"(""If It Ain't Love"", 'Jason Derulo')",{'07YZf4WDAMNwqr4jfgOZ8y': 'Jason Derulo'},59,False,Solo
857,1C7KSXR2GVxknex6I4ANco,9,"('9', 'Drake')",{'3TVXtAsR1Inumwj472S9r4': 'Drake'},58,True,Solo
858,37R0bQOQj5a7DOqh1TGzvB,One Call Away,"('One Call Away', 'Charlie Puth')",{'6VuMaDnrHyPL1p4EHjYLi7': 'Charlie Puth'},69,False,Solo
859,03L2AoiRbWhvt7BDMx1jUB,U With Me?,"('U With Me?', 'Drake')",{'3TVXtAsR1Inumwj472S9r4': 'Drake'},58,True,Solo
860,4BhGTc3Cgay2U1QcTS7vQe,Fire & Desire,"('Fire & Desire', 'Drake')",{'3TVXtAsR1Inumwj472S9r4': 'Drake'},65,True,Solo
861,4cRBqWBjuccCowYVHFlXK6,Redemption,"('Redemption', 'Drake')",{'3TVXtAsR1Inumwj472S9r4': 'Drake'},62,True,Solo
862,3zkWCteF82vJwv0hRLba76,Stitches,"('Stitches', 'Shawn Mendes')",{'7n2wHs1TKAczGzO7Dd2rGr': 'Shawn Mendes'},75,False,Solo
863,3pXF1nA74528Edde4of9CC,Don't,"(""Don't"", 'Bryson Tiller')",{'2EMAnMvWE2eb56ToJVfCWs': 'Bryson Tiller'},75,True,Solo
864,4PA16FAl8LPmFmOhARawdV,Weston Road Flows,"('Weston Road Flows', 'Drake')",{'3TVXtAsR1Inumwj472S9r4': 'Drake'},57,True,Solo
865,7sBwAWyXfiIgrYQ8BaJESH,Keep The Family Close,"('Keep The Family Close', 'Drake')",{'3TVXtAsR1Inumwj472S9r4': 'Drake'},55,True,Solo
866,2hgzdQdnfWwtdpZbhZlV72,Ain't Your Mama,"(""Ain't Your Mama"", 'Jennifer Lopez')",{'2DlGxzQSjYe5N6G9nkYghR': 'Jennifer Lopez'},70,False,Solo
867,6KCUliK0a3lHcMiGaqNdHR,I Like The Sound Of That,"('I Like The Sound Of That', 'Rascal Flatts')",{'0a1gHP0HAqALbEyxaD5Ngn': 'Rascal Flatts'},53,False,Solo
868,6IFPfV8PNSYOmufzQ95hmm,Confession,"('Confession', 'Florida Georgia Line')",{'3b8QkneNDz4JHKKKlLgYZg': 'Florida Georgia Line'},61,False,Solo
869,2bocAPQcUTLUXx8lAOTiK3,Team,"('Team', 'Iggy Azalea')",{'5yG7ZAZafVaAlMTeBybKAL': 'Iggy Azalea'},60,True,Solo
870,7oAuqs6akGnPU3Tb00ZmyM,All Night,"('All Night', 'Beyonce')",{'6vWDO969PvNqNYHIOW5v0m': 'Beyoncé'},67,False,Solo
871,71OvX5NNLrmz7rpq1ANTQn,Daddy Lessons,"('Daddy Lessons', 'Beyonce')",{'6vWDO969PvNqNYHIOW5v0m': 'Beyoncé'},68,False,Solo
872,7rLDARtJALM7QdiJDMXW7m,Pray You Catch Me,"('Pray You Catch Me', 'Beyonce')",{'6vWDO969PvNqNYHIOW5v0m': 'Beyoncé'},64,False,Solo
873,2FNPJWVdGxYhWaotd6rULS,Sandcastles,"('Sandcastles', 'Beyonce')",{'6vWDO969PvNqNYHIOW5v0m': 'Beyoncé'},64,True,Solo
874,2RQAG0wQt35UzAPEyVJFWN,Love Drought,"('Love Drought', 'Beyonce')",{'6vWDO969PvNqNYHIOW5v0m': 'Beyoncé'},63,False,Solo
875,2ZRJRe82aZaVhOKKlbJr4v,Summer Sixteen,"('Summer Sixteen', 'Drake')",{'3TVXtAsR1Inumwj472S9r4': 'Drake'},51,True,Solo
876,54X78diSLoUDI3joC2bjMz,Purple Rain,"('Purple Rain', 'Prince And The Revolution')",{'5a2EaR3hamoenG9rDuVn8j': 'Prince'},73,False,Solo
877,51H2y6YrNNXcy3dfc3qSbA,When Doves Cry,"('When Doves Cry', 'Prince')",{'5a2EaR3hamoenG9rDuVn8j': 'Prince'},68,False,Solo
878,4iozhXt27eMl39W5z7R8H6,Little Red Corvette,"('Little Red Corvette', 'Prince')",{'5a2EaR3hamoenG9rDuVn8j': 'Prince'},53,True,Solo
879,62LJFaYihsdVrrkgUOJC05,Kiss,"('Kiss', 'Prince And The Revolution')",{'5a2EaR3hamoenG9rDuVn8j': 'Prince'},72,False,Solo
880,0QeI79sp1vS8L3JgpEO7mD,Let's Go Crazy,"(""Let's Go Crazy"", 'Prince And The Revolution')",{'5a2EaR3hamoenG9rDuVn8j': 'Prince'},60,True,Solo
881,2H7PHVdQ3mXqEHXcvclTB0,1999,"('1999', 'Prince')",{'5a2EaR3hamoenG9rDuVn8j': 'Prince'},66,False,Solo
882,5jSz894ljfWE0IcHBSM39i,Raspberry Beret,"('Raspberry Beret', 'Prince And The Revolution')",{'5a2EaR3hamoenG9rDuVn8j': 'Prince'},67,False,Solo
883,6fBwVe6udYdnRqwqo06if8,I Would Die 4 U,"('I Would Die 4 U', 'Prince And The Revolution')",{'5a2EaR3hamoenG9rDuVn8j': 'Prince'},58,False,Solo
884,0OfzPUxPzxpI6ndQOTXbdg,Jumpman,"('Jumpman', 'Drake & Future')",{'7vtnVU0zOWlN9R4OOz0IjC': 'BeatRunnaz'},2,False,Solo
885,6dlpABcXrQKRU9G00i6Zba,Back To Sleep,"('Back To Sleep', 'Chris Brown')",{'7bXgB6jMjp9ATFy66eO08Z': 'Chris Brown'},63,True,Solo
886,63thx7OANplv4I4BQsanHk,You Should Be Here,"('You Should Be Here', 'Cole Swindell')",{'1mfDfLsMxYcOOZkzBxvSVW': 'Cole Swindell'},62,False,Solo
887,61uyGDPJ06MkxJtHgPmuyO,Company,"('Company', 'Justin Bieber')",{'1uNFoZAHBGtllmzznpCI3s': 'Justin Bieber'},69,False,Solo
888,7uJH0YdSZL6psjxI6Xy08b,Acquainted,"('Acquainted', 'The Weeknd')",{'1Xyo4u8uXC1ZmMpatF05PJ': 'The Weeknd'},68,True,Solo
889,2l1fWY1albInvAG9t8WP2p,That Don't Sound Like You,"(""That Don't Sound Like You"", 'Lee Brice')",{'5Zq7R5qmi58ByYyBQTlNuk': 'Lee Brice'},57,False,Solo
890,3CJvmtWw2bJsudbAC5uCQk,Hands To Myself,"('Hands To Myself', 'Selena Gomez')",{'0C8ZW7ezQVs4URX5aX7Kqx': 'Selena Gomez'},67,False,Solo
891,4sPmO7WMQUAf45kwMOtONw,Hello,"('Hello', 'Adele')",{'4dpARuHxo51G3z768sgnrY': 'Adele'},69,False,Solo
892,7fBv7CLKzipRk6EC6TWHOB,The Hills,"('The Hills', 'The Weeknd')",{'1Xyo4u8uXC1ZmMpatF05PJ': 'The Weeknd'},79,True,Solo
893,0qAIiGFKLdV1xpNlEhjpq8,New Romantics,"('New Romantics', 'Taylor Swift')",{'06HL4z0CvFAxyc27GXpf02': 'Taylor Swift'},57,False,Solo
894,1jNNHFZmRGXZFHlil5uhei,Drunk on Your Love,"('Drunk On Your Love', 'Brett Eldredge')",{'0qSX3s5pJnAlSsgsCne8Cz': 'Brett Eldredge'},63,False,Solo
895,4AumKAnMygP1baZGTZrRdp,Little Bit of You,"('Little Bit Of You', 'Chase Bryant')",{'7io3MyhMxDZoBYXp4rlRFA': 'Chase Bryant'},55,False,Solo
896,7KLB6Jptw9wyQXkSLiO8qh,Might Be,"('Might Be', 'DJ Luke Nasty')",{'1yZwlOVsfrp4wb6d29KkGM': 'DJ Luke Nasty'},53,True,Solo
897,1Wsbr1d2BouNGk2q92mIj7,Pt. 2,"('Pt. 2', 'Kanye West')",{'5K4W6rqBFWDnAN6FQUkS6x': 'Kanye West'},64,True,Solo
898,7s49Um7G06hq2rulrHPsIy,Jimmy Choo,"('Jimmy Choo', 'Fetty Wap')",{'6PXS4YHDkKvl1wkIl4V8DL': 'Fetty Wap'},53,True,Solo
899,6uTb5oNK9RkTjxmh73W7MG,Die A Happy Man,"('Die A Happy Man', 'Thomas Rhett')",{'6x2LnllRG5uGarZMsD4iO8': 'Thomas Rhett'},61,False,Solo
900,4WRRCuJYRq7gUKiupxVH9W,Nobody To Blame,"('Nobody To Blame', 'Chris Stapleton')",{'4YLtscXsxbVgi031ovDDdh': 'Chris Stapleton'},62,False,Solo
901,3nAq2hCr1oWsIU54tS98pL,Waves,"('Waves', 'Kanye West')",{'5K4W6rqBFWDnAN6FQUkS6x': 'Kanye West'},70,True,Solo
902,1eQBEelI2NCy7AUTerX0KS,Ultralight Beam,"('Ultralight Beam', 'Kanye West')",{'5K4W6rqBFWDnAN6FQUkS6x': 'Kanye West'},68,True,Solo
903,6od5hFv9IT5JHc7NEF9HRv,Victorious,"('Victorious', 'Panic! At The Disco')",{'20JZFwl6HVl6yg8a4H3ZqK': 'Panic! At The Disco'},67,False,Solo
904,0wwPcA6wtMf6HUMpIRdeP7,Hotline Bling,"('Hotline Bling', 'Drake')",{'3TVXtAsR1Inumwj472S9r4': 'Drake'},74,False,Solo
905,7IWkJwX9C0J7tHurTD7ViL,When We Were Young,"('When We Were Young', 'Adele')",{'4dpARuHxo51G3z768sgnrY': 'Adele'},70,False,Solo
906,33JcUj9qQDayKswunZP9ar,Best Friend,"('Best Friend', 'Young Thug')",{'50co4Is1HCEo8bhOyUWKpn': 'Young Thug'},63,True,Solo
907,30Zcjs7pgEkmJA1lEbGSWT,FML,"('FML', 'Kanye West')",{'5K4W6rqBFWDnAN6FQUkS6x': 'Kanye West'},65,True,Solo
908,3fqwjXwUGN6vbzIwvyFMhx,Tennessee Whiskey,"('Tennessee Whiskey', 'Chris Stapleton')",{'4YLtscXsxbVgi031ovDDdh': 'Chris Stapleton'},75,False,Solo
909,66Q3fAmSX5eHamgbKa9alP,Real Friends,"('Real Friends', 'Kanye West')",{'5K4W6rqBFWDnAN6FQUkS6x': 'Kanye West'},65,True,Solo
910,0vcfOQOvTCv8ckiRs8Xc1Z,Beautiful Drug,"('Beautiful Drug', 'Zac Brown Band')",{'6yJCxee7QumYr820xdIsjo': 'Zac Brown Band'},60,False,Solo
911,05BgC2247XGi8ySwBzOO0o,Heartbeat,"('Heartbeat', 'Carrie Underwood')",{'4xFUf1FHVy696Q1JQZMTRj': 'Carrie Underwood'},57,False,Solo
912,49fT6owWuknekShh9utsjv,Feedback,"('Feedback', 'Kanye West')",{'5K4W6rqBFWDnAN6FQUkS6x': 'Kanye West'},59,True,Solo
913,4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,"('What Do You Mean?', 'Justin Bieber')",{'1uNFoZAHBGtllmzznpCI3s': 'Justin Bieber'},76,False,Solo
914,2Gyc6e2cLxA5hoX1NOvYnU,Say It,"('Say It', 'Tory Lanez')",{'2jku7tDXc6XoB6MO2hFuqg': 'Tory Lanez'},69,True,Solo
915,6eT7xZZlB2mwyzJ2sUKG6w,White Iverson,"('White Iverson', 'Post Malone')",{'246dkjvS1zLTtiykXe5h60': 'Post Malone'},78,True,Solo
916,1zWMf9bVyhY5W3ZORbjNWt,LIKE I WOULD,"('Like I Would', 'Zayn')",{'5ZsFI1h6hIdQRw2ti0hz81': 'ZAYN'},61,False,Solo
917,3kSXn1osC89W8JcPLozTzs,Stand By You,"('Stand By You', 'Rachel Platten')",{'3QLIkT4rD2FMusaqmkepbq': 'Rachel Platten'},62,False,Solo
918,0tISnxqgVmxqhVghsTi2Rr,With Them,"('With Them', 'Young Thug')",{'50co4Is1HCEo8bhOyUWKpn': 'Young Thug'},57,True,Solo
919,4cg1yakyRSIOjxKM2I7J1q,Digits,"('Digits', 'Young Thug')",{'50co4Is1HCEo8bhOyUWKpn': 'Young Thug'},67,True,Solo
920,6Wytqpe4mfmyeT8s1xbczG,Something In The Way You Move,"('Something In The Way You Move', 'Ellie Goulding')",{'0X2BH1fck6amBIoJhDVmmJ': 'Ellie Goulding'},54,False,Solo
921,5ViT05yjdBQgPOwckL762B,Make Me Like You,"('Make Me Like You', 'Gwen Stefani')",{'4yiQZ8tQPux8cPriYMWUFP': 'Gwen Stefani'},48,False,Solo
922,6f5TuB9WtbA1g49A4DcMQ4,Be Alright,"('Be Alright', 'Ariana Grande')",{'66CXWjxzNUsdJxJ2JdwvnR': 'Ariana Grande'},69,False,Solo
923,6QzJcnl5cvlDHVrx9mhE99,Hide Away,"('Hide Away', 'Daya')",{'6Dd3NScHWwnW6obMFbl1BH': 'Daya'},62,False,Solo
924,664gdARxaClFsoF5SXKOws,Here,"('Here', 'Alessia Cara')",{'2wUjUUtkb5lvLKcGKsKqsR': 'Alessia Cara'},65,False,Solo
925,6ZANrVuAMp2rpjhfbOuJly,Same Old Love,"('Same Old Love', 'Selena Gomez')",{'0C8ZW7ezQVs4URX5aX7Kqx': 'Selena Gomez'},65,False,Solo
926,70eDxAyAraNTiD6lx2ZEnH,Ex's & Oh's,"(""Ex's & Oh's"", 'Elle King')",{'3bhu7P5PfngueRHiB9hjcx': 'Elle King'},70,False,Solo
927,25KybV9BOUlvcnv7nN3Pyo,In The Night,"('In The Night', 'The Weeknd')",{'1Xyo4u8uXC1ZmMpatF05PJ': 'The Weeknd'},67,True,Solo
928,69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,"('Adventure Of A Lifetime', 'Coldplay')",{'4gzpq5DPGxSnKTe4SA8HAU': 'Coldplay'},73,False,Solo
929,6naYpFIKihKbGg6lGxpveI,Backroad Song,"('Backroad Song', 'Granger Smith')",{'4sTFGCigAQIUiEy8wSSQNF': 'Granger Smith'},62,False,Solo
930,16bHRxM89ue0TiCKARYbRp,Sorry Not Sorry,"('Sorry Not Sorry', 'Bryson Tiller')",{'2EMAnMvWE2eb56ToJVfCWs': 'Bryson Tiller'},62,True,Solo
931,22VdIZQfgXJea34mQxlt81,Can't Feel My Face,"(""Can't Feel My Face"", 'The Weeknd')",{'1Xyo4u8uXC1ZmMpatF05PJ': 'The Weeknd'},77,False,Solo
932,7JnorPtXApoUw2AuJUGLY1,We Went,"('We Went', 'Randy Houser')",{'56x8mYvS3cyDGAi8N2FxbB': 'Randy Houser'},58,False,Solo
933,6dg9Tceo2JpMgAKiNyLpKK,Break On Me,"('Break On Me.', 'Keith Urban')",{'0u2FHSq3ln94y5Q57xazwf': 'Keith Urban'},37,False,Solo
934,22DKsoYFV5npPXmnPpXL7i,Watch Out,"('Watch Out', '2 Chainz')",{'17lzZA2AlOHwCwFALHttmp': '2 Chainz'},60,True,Solo
935,1dl3vuXJS9anUXE7XnNP75,Get Ugly,"('Get Ugly', 'Jason Derulo')",{'07YZf4WDAMNwqr4jfgOZ8y': 'Jason Derulo'},63,True,Solo
936,1wHZx0LgzFHyeIZkUydNXq,Antidote,"('Antidote', 'Travis Scott')",{'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'},73,True,Solo
937,6dtWKqqdveI3YvdYJQKWWn,iT's YoU,"(""It's You"", 'Zayn')",{'5ZsFI1h6hIdQRw2ti0hz81': 'ZAYN'},59,True,Solo
938,3NLnwwAQbbFKcEcV8hDItk,Perfect,"('Perfect', 'One Direction')",{'4AK6F7OLvEQ5QYCBNiQWHq': 'One Direction'},70,False,Solo
939,0bCCGLHflR08UVA6oJJc8I,Til It Happens To You,"('Til It Happens To You', 'Lady Gaga')",{'1HY2Jd0NmPuamShAr6KMms': 'Lady Gaga'},55,False,Solo
940,5r5cp9IpziiIsR6b93vcnQ,Walking On A Dream,"('Walking On A Dream', 'Empire Of The Sun')",{'67hb7towEyKvt5Z8Bx306c': 'Empire of the Sun'},70,False,Solo
941,0HMjXBAZmSYOTTi33WpMso,History,"('History', 'One Direction')",{'4AK6F7OLvEQ5QYCBNiQWHq': 'One Direction'},71,False,Solo
942,3fVnlF4pGqWI9flVENcT28,Wildest Dreams,"('Wildest Dreams', 'Taylor Swift')",{'06HL4z0CvFAxyc27GXpf02': 'Taylor Swift'},71,False,Solo
943,6FWrlXo99QRmPtOeUSWDjv,Dibs,"('Dibs', 'Kelsea Ballerini')",{'3RqBeV12Tt7A8xH3zBDDUF': 'Kelsea Ballerini'},57,False,Solo
944,0qUnBLZ8bJqUNEeQgayL9t,Out Of The Woods,"('Out Of The Woods', 'Taylor Swift')",{'06HL4z0CvFAxyc27GXpf02': 'Taylor Swift'},61,False,Solo
945,160hN2OsDXnmgExwtG7cvD,Hollow,"('Hollow', 'Tori Kelly')","{'1vSN1fsvrzpbttOYGsliDr': 'Tori Kelly', '0c173mlxpT3dSFRgMO8XPh': 'Big Sean'}",55,False,Collaboration
946,20n5AhSbetBMt6Xbrm4fa7,Look At My Dab,"('Look At My Dab', 'Migos')",{'6oMuImdp5ZcFhWP0ESe6mG': 'Migos'},42,True,Solo
947,21jkhW2773dELgTMRJcMfI,I Love This Life,"('I Love This Life', 'LOCASH')",{'5IcGbIAgdns0R5EJKHMjCQ': 'LOCASH'},59,False,Solo
948,7aftSOGSOpSoIlVAQVBb71,Break Up In A Small Town,"('Break Up In A Small Town', 'Sam Hunt')",{'2kucQ9jQwuD8jWdtR9Ef38': 'Sam Hunt'},67,False,Solo
949,5a7NdkF09AfD0H607eiOkX,On My Mind,"('On My Mind', 'Ellie Goulding')",{'0X2BH1fck6amBIoJhDVmmJ': 'Ellie Goulding'},63,False,Solo
950,0Mn3amMRMoabaoTf1Publ4,Confident,"('Confident', 'Demi Lovato')",{'6S2OmqARrzebs0tKUEyXyp': 'Demi Lovato'},73,True,Solo
951,23EkfwUdsRIz7jAZIcC8gb,Stay A Little Longer,"('Stay A Little Longer', 'Brothers Osborne')",{'39NR3AUhpbbqKM33vWn2fp': 'Brothers Osborne'},62,False,Solo
952,1wMALZpuqAy7amQsFBWQ8m,All I Ask,"('All I Ask', 'Adele')",{'4dpARuHxo51G3z768sgnrY': 'Adele'},68,False,Solo
953,3gHc5XTAywdFQUsHS6DD7G,Good To Be Alive (Hallelujah),"('Good To Be Alive (Hallelujah)', 'Andy Grammer')",{'2oX42qP5ineK3hrhBECLmj': 'Andy Grammer'},58,False,Solo
954,3znPiywA0q1VK2jgAZFDoI,Irresistible,"('Irresistible', 'Fall Out Boy')",{'4UXqAaa6dQYAk18Lv7PEgX': 'Fall Out Boy'},62,False,Solo
955,0z9hbAY5d0RhmvZr3DWMPK,Do It Like Me,"('Do It Like Me', 'DLOW')",{'2wr9il91kGyzsfs4ypVr02': 'DLOW'},46,False,Solo
956,3mg29Lwvo673TkDhE3kB9W,Dessert,"('Dessert', 'Dawin')",{'46GXASE9LHzyssNqKOInUu': 'Dawin'},58,False,Solo
957,1mExCoXAGKI6abLGXoG7O3,Die a Happy Man,"('Die A Happy Man', 'Nelly')",{'2gBjLmx6zQnFGQJCAQpRgw': 'Nelly'},48,False,Solo
958,6EdSZmWCQJfO8T66x9VCID,Whisper,"('Whisper', 'Chase Rice')",{'6pBNfggcZZDCmb0p92OnGn': 'Chase Rice'},46,False,Solo
959,62vpWI1CHwFy7tMIcSStl8,No Role Modelz,"('No Role Modelz', 'J. Cole')",{'6l3HvQ5sa6mXTsMTB19rO5': 'J. Cole'},79,True,Solo
960,3ESSGgWzRf1xvP7G5hHMhB,Again,"('Again', 'Fetty Wap')",{'6PXS4YHDkKvl1wkIl4V8DL': 'Fetty Wap'},64,True,Solo
961,4yL5WpJZmoxAV4udhE55VY,Country Nation,"('Country Nation', 'Brad Paisley')",{'13YmWQJFwgZrd4bf5IjMY4': 'Brad Paisley'},47,False,Solo
962,25R5Tdr4K7ENb6umHzdCXn,Alive,"('Alive', 'Sia')",{'5WUlDfRSoLAfcVSX1WnrxN': 'Sia'},62,False,Solo
963,6VZCuvHwk3xmjwgKga0bNi,I Got the Boy,"('I Got The Boy', 'Jana Kramer')",{'2PaRhxWFaqCUZybJDDoNrf': 'Jana Kramer'},53,False,Solo
964,79dlQxvdsCDApoM8XChkpy,Mr. Misunderstood,"('Mr. Misunderstood', 'Eric Church')",{'2IvkS5MXK0vPGnwyJsrEyV': 'Eric Church'},58,False,Solo
965,1cdzfFjEbUbgTm5nv3FgXR,Focus,"('Focus', 'Ariana Grande')",{'66CXWjxzNUsdJxJ2JdwvnR': 'Ariana Grande'},63,False,Solo
966,1uhaXll708Tq7NDwu7fJBd,Gonna Know We Were Here,"('Gonna Know We Were Here', 'Jason Aldean')",{'3FfvYsEGaIb52QPXhg4DcH': 'Jason Aldean'},37,False,Solo
967,3px2rAPu74ltbkf9eZsZ8h,Emperor's New Clothes,"(""Emperor's New Clothes"", 'Panic! At The Disco')",{'20JZFwl6HVl6yg8a4H3ZqK': 'Panic! At The Disco'},70,False,Solo
968,0SNIAtRCPVVLoGEPcuHSIc,I'll Show You,"(""I'll Show You"", 'Justin Bieber')",{'1uNFoZAHBGtllmzznpCI3s': 'Justin Bieber'},64,False,Solo
969,6Xs7OKt6i0Ddq8B4M5Dgvr,New Americana,"('New Americana', 'Halsey')",{'26VFTg2z8YR0cCuwLzESi2': 'Halsey'},63,False,Solo
970,1BECwm5qkaBwlbfo4kpYx8,Death of a Bachelor,"('Death Of A Bachelor', 'Panic! At The Disco')",{'20JZFwl6HVl6yg8a4H3ZqK': 'Panic! At The Disco'},73,False,Solo
971,3lSR267IJfT54p0Gfuw7mi,Right Hand,"('Right Hand', 'Drake')",{'3TVXtAsR1Inumwj472S9r4': 'Drake'},61,True,Solo
972,1Ser4X0TKttOvo8bgdytTP,Come Get Her,"('Come Get Her', 'Rae Sremmurd')",{'7iZtZyCzp3LItcw1wtPI3D': 'Rae Sremmurd'},74,True,Solo
973,27OnRI6jSkxN9EAqZEVHjv,Ginza,"('Ginza', 'J Balvin')",{'1vyhD5VmyZ7KMfW5gqLgo5': 'J Balvin'},44,False,Solo
974,2d8JP84HNLKhmd6IYOoupQ,Trap Queen,"('Trap Queen', 'Fetty Wap')",{'6PXS4YHDkKvl1wkIl4V8DL': 'Fetty Wap'},72,True,Solo
975,3Vn9oCZbdI1EMO7jxdz2Rc,Lazarus,"('Lazarus', 'David Bowie')",{'0oSGxfWSnnOXhD2fKuz2Gy': 'David Bowie'},56,False,Solo
976,6kEyuKmF4kZylB5LcuRd8Y,Space Oddity,"('Space Oddity', 'David Bowie')",{'0oSGxfWSnnOXhD2fKuz2Gy': 'David Bowie'},43,False,Solo
977,0Fao855T3klV3REFRFHRF3,Blackstar,"('Blackstar', 'David Bowie')",{'0oSGxfWSnnOXhD2fKuz2Gy': 'David Bowie'},49,False,Solo
978,07nHpBQ9itIMxguWZOk5Fb,Used To Love You,"('Used To Love You', 'Gwen Stefani')",{'4yiQZ8tQPux8cPriYMWUFP': 'Gwen Stefani'},44,False,Solo
979,57gS5wJqIH6sbtBIIiioNY,Gonna,"('Gonna', 'Blake Shelton')",{'1UTPBmNbXNTittyMJrNkvw': 'Blake Shelton'},53,False,Solo
980,1iuljeYz6ZG3GTJOZZkoer,RGF Island,"('RGF Island', 'Fetty Wap')",{'6PXS4YHDkKvl1wkIl4V8DL': 'Fetty Wap'},58,True,Solo
981,4pdoeoOQSu6DNznlfNc5FP,Top Of The World,"('Top Of The World', 'Tim McGraw')",{'6roFdX1y5BYSbp60OTJWMd': 'Tim McGraw'},50,False,Solo
982,46W2wkCzFerbeQbNz3EIaa,Smoke Break,"('Smoke Break', 'Carrie Underwood')",{'4xFUf1FHVy696Q1JQZMTRj': 'Carrie Underwood'},52,False,Solo
983,2zhk0kypGeOPsaaZcjyc14,Burning House,"('Burning House', 'Cam')",{'5WRElKaZsn1tGnrgmJVAeO': 'Cam'},61,False,Solo
984,2IjyFRCRn8x1bEquOM3vxg,Purpose,"('Purpose', 'Justin Bieber')",{'1uNFoZAHBGtllmzznpCI3s': 'Justin Bieber'},68,False,Solo
985,5u7o3wXWJI7AN1b9KIf3m8,Liquor,"('Liquor', 'Chris Brown')",{'7bXgB6jMjp9ATFy66eO08Z': 'Chris Brown'},56,True,Solo
986,20fAoPjfYltmd3K3bO7gbt,Stick Talk,"('Stick Talk', 'Future')",{'1RyvyyTE3xzB2ZywiAwp0i': 'Future'},61,True,Solo
987,3wrP2GVxWH8VpHPOsKhYgz,Zero,"('Zero', 'Chris Brown')",{'7bXgB6jMjp9ATFy66eO08Z': 'Chris Brown'},54,True,Solo
988,0GhuwiwcAuw3zU5QHCmBiP,Hallelujah,"('Hallelujah', 'Lindsey Stirling')",{'378dH6EszOLFShpRzAQkVM': 'Lindsey Stirling'},43,False,Solo
989,4lvQiZUhHgG8Oldd8S97hd,Little More (Royalty),"('Little More (Royalty)', 'Chris Brown')",{'7bXgB6jMjp9ATFy66eO08Z': 'Chris Brown'},52,False,Solo
990,5ByIHT8s38diBQf6dkEWbt,Cheerleader,"('Cheerleader', 'OMI')",{'5MouCg6ta7zAxsfMEbc1uh': 'OMI'},57,False,Solo
991,2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,"('Drag Me Down', 'One Direction')",{'4AK6F7OLvEQ5QYCBNiQWHq': 'One Direction'},73,False,Solo
992,5lFDtgWsjRJu8fPOAyJIAK,Back To Back,"('Back To Back', 'Drake')",{'3TVXtAsR1Inumwj472S9r4': 'Drake'},68,True,Solo
993,4W38RXuQNuoTSwVsQA1OGC,Nothin' Like You,"(""Nothin' Like You"", 'Dan + Shay')",{'7z5WFjZAIYejWy0NI5lv4T': 'Dan + Shay'},65,False,Solo
994,5XFu5S1vBY7sNHlheCapOz,Strip It Down,"('Strip It Down', 'Luke Bryan')",{'0BvkDsjIUla7X0k6CSWh1I': 'Luke Bryan'},62,False,Solo
995,0fYVliAYKHuPmECRs1pbRf,Renegades,"('Renegades', 'X Ambassadors')",{'3NPpFNZtSTHheNBaWC82rB': 'X Ambassadors'},72,False,Solo
996,2SnNaoNhMjC1WRMTWD8qTX,Mark My Words,"('Mark My Words', 'Justin Bieber')",{'1uNFoZAHBGtllmzznpCI3s': 'Justin Bieber'},59,False,Solo
997,3jSyE8r8vgg8fmwojoMzql,Already Callin' You Mine,"(""Already Callin' You Mine"", 'Parmalee')",{'4TshyQDihSYXSWqvclXl3I': 'Parmalee'},51,False,Solo
998,422lAAWQO9TqL1LxIPdhOn,Random,"('Random', 'G-Eazy')",{'02kJSzxNuaWGqwubyUba0Z': 'G-Eazy'},60,True,Solo
999,0H04yVa3DJxoXbLBpAb7iV,I'm Comin' Over,"(""I'm Comin' Over"", 'Chris Young')",{'4BYxqVkZyFjtik7crYLg5Q': 'Chris Young'},68,False,Solo
